Year,Sex,Learning category,Learning sub-category (higher),Learning sub-category (lower),GeoCode,Observation status,Unit multiplier,Unit measure,Value
2015/16,Girls,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),93.7
2015/16,Girls,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),92.9
2015/16,Girls,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),92
2015/16,Girls,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),77.9
2015/16,Girls,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),79.7
2015/16,Girls,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),76.7
2015/16,Girls,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),80
2015/16,Girls,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),84.1
2015/16,Girls,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),78.9
2015/16,Girls,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),89.7
2015/16,Girls,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),89.2
2015/16,Girls,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),93.7
2015/16,Girls,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),87
2015/16,Girls,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),74
2015/16,Girls,,,,E06000023,Undefined,Units,Percentage (%),73
2015/16,Boys,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),79.6
2015/16,Boys,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),79.8
2015/16,Boys,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),79.4
2015/16,Boys,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),73.5
2015/16,Boys,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),84
2015/16,Boys,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),80.9
2015/16,Boys,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),83.5
2015/16,Boys,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),76.2
2015/16,Boys,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),84.3
2015/16,Boys,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),87
2015/16,Boys,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),81
2015/16,Boys,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),68
2015/16,Boys,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),82.6
2015/16,Boys,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),82.7
2015/16,Boys,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),79.6
2015/16,Boys,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),63.8
2015/16,Boys,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),68.8
2015/16,Boys,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),62.8
2015/16,Boys,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),71
2015/16,Boys,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),76.3
2015/16,Boys,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),69.3
2015/16,Boys,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),81.8
2015/16,Boys,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),82.7
2015/16,Boys,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),91.7
2015/16,Boys,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),79.3
2015/16,Boys,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),58.3
2015/16,Boys,,,,E06000023,Undefined,Units,Percentage (%),56.6
2015/16,,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),84.6
2015/16,,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),84.1
2015/16,,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),83.6
2015/16,,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),79
2015/16,,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),87.5
2015/16,,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),85.7
2015/16,,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),87.4
2015/16,,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),81.6
2015/16,,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),89
2015/16,,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),90.6
2015/16,,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),86.2
2015/16,,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),74.8
2015/16,,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),88
2015/16,,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),87.7
2015/16,,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),85.7
2015/16,,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),70.7
2015/16,,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),74.1
2015/16,,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),69.6
2015/16,,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),75.4
2015/16,,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),80.1
2015/16,,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),74
2015/16,,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),85.6
2015/16,,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),85.9
2015/16,,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),92.6
2015/16,,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),83
2015/16,,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),66
2015/16,,,,,E06000023,Undefined,Units,Percentage (%),64.6
2016/17,Girls,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),87.3
2016/17,Girls,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),86.5
2016/17,Girls,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),86.4
2016/17,Girls,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),83.1
2016/17,Girls,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),89.4
2016/17,Girls,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),90.1
2016/17,Girls,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),91.5
2016/17,Girls,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),86.6
2016/17,Girls,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),91.9
2016/17,Girls,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),92.6
2016/17,Girls,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),89.8
2016/17,Girls,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),80.6
2016/17,Girls,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),92.1
2016/17,Girls,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),91.2
2016/17,Girls,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),90
2016/17,Girls,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),75.9
2016/17,Girls,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),78.2
2016/17,Girls,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),75.2
2016/17,Girls,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),78.6
2016/17,Girls,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),81.7
2016/17,Girls,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),77.5
2016/17,Girls,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),86.8
2016/17,Girls,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),86.1
2016/17,Girls,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),92.6
2016/17,Girls,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),83.9
2016/17,Girls,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),72.4
2016/17,Girls,,,,E06000023,Undefined,Units,Percentage (%),71.8
2016/17,Boys,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),80
2016/17,Boys,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),80.5
2016/17,Boys,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),79.1
2016/17,Boys,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),74.3
2016/17,Boys,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),83.7
2016/17,Boys,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),81.3
2016/17,Boys,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),83.8
2016/17,Boys,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),78.1
2016/17,Boys,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),83.3
2016/17,Boys,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),87.1
2016/17,Boys,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),80.9
2016/17,Boys,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),70
2016/17,Boys,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),81.7
2016/17,Boys,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),81.6
2016/17,Boys,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),78.7
2016/17,Boys,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),65.4
2016/17,Boys,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),69.8
2016/17,Boys,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),64.7
2016/17,Boys,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),73
2016/17,Boys,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),76.3
2016/17,Boys,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),71.7
2016/17,Boys,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),80.8
2016/17,Boys,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),81
2016/17,Boys,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),90.8
2016/17,Boys,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),78.3
2016/17,Boys,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),60
2016/17,Boys,,,,E06000023,Undefined,Units,Percentage (%),59.1
2016/17,,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),83.6
2016/17,,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),83.5
2016/17,,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),82.7
2016/17,,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),78.7
2016/17,,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),86.6
2016/17,,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),85.7
2016/17,,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),87.6
2016/17,,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),82.3
2016/17,,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),87.6
2016/17,,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),89.8
2016/17,,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),85.3
2016/17,,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),75.3
2016/17,,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),86.9
2016/17,,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),86.3
2016/17,,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),84.3
2016/17,,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),70.6
2016/17,,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),74
2016/17,,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),69.9
2016/17,,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),75.8
2016/17,,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),79
2016/17,,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),74.6
2016/17,,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),83.8
2016/17,,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),83.5
2016/17,,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),91.7
2016/17,,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),81.1
2016/17,,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),66.2
2016/17,,,,,E06000023,Undefined,Units,Percentage (%),65.4
2017/18,Girls,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),88.4
2017/18,Girls,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),87.2
2017/18,Girls,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),86.6
2017/18,Girls,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),84.2
2017/18,Girls,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),91
2017/18,Girls,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),91.6
2017/18,Girls,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),92.6
2017/18,Girls,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),88.5
2017/18,Girls,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),91.7
2017/18,Girls,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),92.2
2017/18,Girls,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),89.2
2017/18,Girls,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),82.3
2017/18,Girls,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),93.1
2017/18,Girls,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),91.4
2017/18,Girls,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),90.7
2017/18,Girls,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),77.1
2017/18,Girls,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),78.4
2017/18,Girls,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),76.1
2017/18,Girls,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),80.6
2017/18,Girls,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),82.3
2017/18,Girls,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),79.3
2017/18,Girls,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),88.1
2017/18,Girls,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),86.8
2017/18,Girls,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),94
2017/18,Girls,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),85.3
2017/18,Girls,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),74.1
2017/18,Girls,,,,E06000023,Undefined,Units,Percentage (%),73.9
2017/18,Boys,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),79.5
2017/18,Boys,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),80.8
2017/18,Boys,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),79.4
2017/18,Boys,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),74.2
2017/18,Boys,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),83.4
2017/18,Boys,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),82
2017/18,Boys,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),84.7
2017/18,Boys,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),77.4
2017/18,Boys,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),83.4
2017/18,Boys,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),86.5
2017/18,Boys,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),80.4
2017/18,Boys,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),69.4
2017/18,Boys,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),83.5
2017/18,Boys,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),82.9
2017/18,Boys,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),80.4
2017/18,Boys,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),66.2
2017/18,Boys,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),69.6
2017/18,Boys,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),65.4
2017/18,Boys,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),73.6
2017/18,Boys,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),76.1
2017/18,Boys,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),71.5
2017/18,Boys,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),80.6
2017/18,Boys,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),80.6
2017/18,Boys,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),91.6
2017/18,Boys,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),77.8
2017/18,Boys,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),62.7
2017/18,Boys,,,,E06000023,Undefined,Units,Percentage (%),61.9
2017/18,,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),83.9
2017/18,,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),83.9
2017/18,,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),82.9
2017/18,,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),79.1
2017/18,,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),87.1
2017/18,,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),86.6
2017/18,,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),88.5
2017/18,,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),82.8
2017/18,,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),87.4
2017/18,,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),89.3
2017/18,,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),84.7
2017/18,,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),75.7
2017/18,,Specific areas of learning,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),88.1
2017/18,,Specific areas of learning,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),87.1
2017/18,,Specific areas of learning,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),85.4
2017/18,,Specific areas of learning,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),71.5
2017/18,,Specific areas of learning,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),73.9
2017/18,,Specific areas of learning,Literacy,,E06000023,Undefined,Units,Percentage (%),70.6
2017/18,,Specific areas of learning,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),77
2017/18,,Specific areas of learning,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),79.1
2017/18,,Specific areas of learning,Mathematics,,E06000023,Undefined,Units,Percentage (%),75.3
2017/18,,Specific areas of learning,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),84.3
2017/18,,Specific areas of learning,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),83.6
2017/18,,Specific areas of learning,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),92.8
2017/18,,Specific areas of learning,Understanding the world,,E06000023,Undefined,Units,Percentage (%),81.5
2017/18,,Specific areas of learning,,,E06000023,Undefined,Units,Percentage (%),68.2
2017/18,,,,,E06000023,Undefined,Units,Percentage (%),67.7
2018/19,,,,,E06000023,Undefined,Units,Percentage (%),69.6
2018/19,Girls,,,,E06000023,Undefined,Units,Percentage (%),76.4
2018/19,Boys,,,,E06000023,Undefined,Units,Percentage (%),63.1
2018/19,,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),77.8
2018/19,,Prime areas of learning,Communication and Language,,E06000023,Undefined,Units,Percentage (%),81.2
2018/19,,Prime areas of learning,Communication and Language,1: Listening and Attention,E06000023,Undefined,Units,Percentage (%),85.2
2018/19,,Prime areas of learning,Communication and Language,2: Understanding,E06000023,Undefined,Units,Percentage (%),85.3
2018/19,,Prime areas of learning,Communication and Language,3: Speaking,E06000023,Undefined,Units,Percentage (%),85
2018/19,,Prime areas of learning,Physical Development,,E06000023,Undefined,Units,Percentage (%),86.1
2018/19,,Prime areas of learning,Physical Development,4: Moving and Handling,E06000023,Undefined,Units,Percentage (%),88.3
2018/19,,Prime areas of learning,Physical Development,5: Health and Self-Care,E06000023,Undefined,Units,Percentage (%),91
2018/19,,Prime areas of learning,"Personal, Social and Emotional Development",,E06000023,Undefined,Units,Percentage (%),83.9
2018/19,,Prime areas of learning,"Personal, Social and Emotional Development",6: Self-confidence and Self-awareness,E06000023,Undefined,Units,Percentage (%),88.1
2018/19,,Prime areas of learning,"Personal, Social and Emotional Development",7: Managing feelings and behaviour,E06000023,Undefined,Units,Percentage (%),87
2018/19,,Prime areas of learning,"Personal, Social and Emotional Development",8: Making relationships,E06000023,Undefined,Units,Percentage (%),89
2018/19,,Specific areas of learning ,,,E06000023,Undefined,Units,Percentage (%),70.2
2018/19,,Specific areas of learning ,Literacy,,E06000023,Undefined,Units,Percentage (%),72.2
2018/19,,Specific areas of learning ,Literacy,9: Reading,E06000023,Undefined,Units,Percentage (%),75.7
2018/19,,Specific areas of learning ,Literacy,10: Writing,E06000023,Undefined,Units,Percentage (%),72.8
2018/19,,Specific areas of learning ,Mathematics,,E06000023,Undefined,Units,Percentage (%),78
2018/19,,Specific areas of learning ,Mathematics,11: Numbers,E06000023,Undefined,Units,Percentage (%),79.4
2018/19,,Specific areas of learning ,Mathematics,"12: Shape, space and measures",E06000023,Undefined,Units,Percentage (%),81.5
2018/19,,Specific areas of learning ,Understanding the world,,E06000023,Undefined,Units,Percentage (%),84.1
2018/19,,Specific areas of learning ,Understanding the world,13: People and communities,E06000023,Undefined,Units,Percentage (%),86
2018/19,,Specific areas of learning ,Understanding the world,14: The World,E06000023,Undefined,Units,Percentage (%),86
2018/19,,Specific areas of learning ,Understanding the world,15: Technology,E06000023,Undefined,Units,Percentage (%),93.8
2018/19,,Specific areas of learning ,Expressive arts and design,,E06000023,Undefined,Units,Percentage (%),87.2
2018/19,,Specific areas of learning ,Expressive arts and design,16: Exploring and using media and materials,E06000023,Undefined,Units,Percentage (%),89.2
2018/19,,Specific areas of learning ,Expressive arts and design,17: Being imaginative,E06000023,Undefined,Units,Percentage (%),88.9
2018/19,Girls,Prime areas of learning,,,E06000023,Undefined,Units,Percentage (%),84.1
