Year,Parent Site,Site,Species,Value
27/07/2021,Main Bristol Frome,Nibley (Se-03),Gudgeon,1
27/07/2021,Main Bristol Frome,Nibley (Se-03),Minnow,112
27/07/2021,Main Bristol Frome,Nibley (Se-03),Bullhead,125
27/07/2021,Main Bristol Frome,Nibley (Se-03),Stone loach,47
27/07/2021,Main Bristol Frome,Nibley (Se-03),Brown / sea trout,1
27/07/2021,Bristol Avon Catchment,Cog Mill,Bullhead,128
27/07/2021,Bristol Avon Catchment,Cog Mill,Minnow,163
27/07/2021,Bristol Avon Catchment,Cog Mill,Stone loach,30
27/07/2021,Bristol Avon Catchment,Cog Mill,European eels > elvers,2
27/07/2021,Bristol Avon Catchment,Cog Mill,European elvers,1
27/07/2021,Bristol Avon Catchment,Cog Mill,3-spined stickleback,9
10/09/2019,Bristol Avon main river,Chippenham (Te),Barbel,3
10/09/2019,Bristol Avon main river,Chippenham (Te),Bleak,91
10/09/2019,Bristol Avon main river,Chippenham (Te),Chub,82
10/09/2019,Bristol Avon main river,Chippenham (Te),Common bream,1
10/09/2019,Bristol Avon main river,Chippenham (Te),Dace,6
10/09/2019,Bristol Avon main river,Chippenham (Te),Gudgeon,9
10/09/2019,Bristol Avon main river,Chippenham (Te),Perch,8
10/09/2019,Bristol Avon main river,Chippenham (Te),Pike,3
10/09/2019,Bristol Avon main river,Chippenham (Te),Roach,168
10/09/2019,Bristol Avon main river,Chippenham (Te),European eels > elvers,0
10/09/2019,Bristol Avon main river,Chippenham (Te),Brown / sea trout,1
10/09/2019,Bristol Avon main river,Chippenham (Te),Bullhead,
10/09/2019,Bristol Avon main river,Chippenham (Te),Minnow,
10/09/2019,Bristol Avon main river,Chippenham (Te),Stone loach,
10/09/2019,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
29/08/2019,Main Somerset Frome,Tellisford (Te06),Gudgeon,2
29/08/2019,Main Somerset Frome,Tellisford (Te06),Dace,16
29/08/2019,Main Somerset Frome,Tellisford (Te06),Chub,26
29/08/2019,Main Somerset Frome,Tellisford (Te06),Pike,0
29/08/2019,Main Somerset Frome,Tellisford (Te06),Roach,1
29/08/2019,Main Somerset Frome,Tellisford (Te06),European eels > elvers,2
29/08/2019,Main Somerset Frome,Tellisford (Te06),Brown / sea trout,3
29/08/2019,Main Somerset Frome,Tellisford (Te06),Rainbow trout,18
29/08/2019,Main Somerset Frome,Tellisford (Te06),Bullhead,
29/08/2019,Main Somerset Frome,Tellisford (Te06),Minnow,
29/08/2019,Main Somerset Frome,Tellisford (Te06),3-spined stickleback,
29/08/2019,Main Somerset Frome,Tellisford (Te06),Stone loach,
28/08/2019,Main Somerset Frome,Creamery (Te),Bleak,13
28/08/2019,Main Somerset Frome,Creamery (Te),Chub,21
28/08/2019,Main Somerset Frome,Creamery (Te),Perch,4
28/08/2019,Main Somerset Frome,Creamery (Te),Rudd,1
28/08/2019,Main Somerset Frome,Creamery (Te),Dace,1
28/08/2019,Main Somerset Frome,Creamery (Te),Gudgeon,9
28/08/2019,Main Somerset Frome,Creamery (Te),Roach,11
28/08/2019,Main Somerset Frome,Creamery (Te),Minnow,
28/08/2019,Main Somerset Frome,Creamery (Te),Bullhead,
21/08/2019,Bristol Avon main river,Lacock (Te),Dace,6
21/08/2019,Bristol Avon main river,Lacock (Te),Gudgeon,7
21/08/2019,Bristol Avon main river,Lacock (Te),Chub,5
21/08/2019,Bristol Avon main river,Lacock (Te),Barbel,11
21/08/2019,Bristol Avon main river,Lacock (Te),Bleak,2
21/08/2019,Bristol Avon main river,Lacock (Te),Roach,14
21/08/2019,Bristol Avon main river,Lacock (Te),Pike,1
21/08/2019,Bristol Avon main river,Lacock (Te),Lamprey sp. ammocoetes,0
21/08/2019,Bristol Avon main river,Lacock (Te),Bullhead,
21/08/2019,Bristol Avon main river,Lacock (Te),Stone loach,
21/08/2019,Bristol Avon main river,Lacock (Te),Minnow,
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Dace,11
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Gudgeon,11
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Roach,29
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Chub,31
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Bullhead,
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Minnow,
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),Stone loach,
31/07/2019,Main Somerset Frome,D/S Scutts Bridge (Te),3-spined stickleback,
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Chub,11
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Dace,3
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Gudgeon,5
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Roach,44
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Pike,7
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Perch,9
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Minnow,
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Bullhead,
24/07/2019,Main Somerset Frome,Blatchbridge (Te),Stone loach,
24/07/2019,Main Somerset Frome,Blatchbridge (Te),3-spined stickleback,
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Barbel,0
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Chub,57
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Dace,46
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Gudgeon,43
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Roach,128
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),European eels > elvers,1
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Minnow,
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Bullhead,
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),Stone loach,
23/07/2019,Main Somerset Frome,Snarlton Farm (Te),3-spined stickleback,
18/07/2019,Main River Chew,Keynsham Park (Te),Chub,3
18/07/2019,Main River Chew,Keynsham Park (Te),Dace,49
18/07/2019,Main River Chew,Keynsham Park (Te),Gudgeon,31
18/07/2019,Main River Chew,Keynsham Park (Te),Perch,2
18/07/2019,Main River Chew,Keynsham Park (Te),Roach,43
18/07/2019,Main River Chew,Keynsham Park (Te),Brown / sea trout,1
18/07/2019,Main River Chew,Keynsham Park (Te),European eels > elvers,2
18/07/2019,Main River Chew,Keynsham Park (Te),Minnow,
18/07/2019,Main River Chew,Keynsham Park (Te),Stone loach,
18/07/2019,Main River Chew,Keynsham Park (Te),Bullhead,
18/07/2019,Main River Chew,Keynsham Park (Te),3-spined stickleback,
18/07/2019,Main River Chew,Keynsham Park (Te),Barbel,1
17/07/2019,Main River Chew,Chewton Keynsham,Barbel,3
17/07/2019,Main River Chew,Chewton Keynsham,Gudgeon,17
17/07/2019,Main River Chew,Chewton Keynsham,Dace,1
17/07/2019,Main River Chew,Chewton Keynsham,Roach,2
17/07/2019,Main River Chew,Chewton Keynsham,European eels > elvers,4
17/07/2019,Main River Chew,Chewton Keynsham,3-spined stickleback,
17/07/2019,Main River Chew,Chewton Keynsham,Brown / sea trout,4
16/07/2019,Main River Chew,Pensford (Te),Grayling,4
16/07/2019,Main River Chew,Pensford (Te),Brown / sea trout,18
16/07/2019,Main River Chew,Pensford (Te),Dace,25
16/07/2019,Main River Chew,Pensford (Te),Gudgeon,9
16/07/2019,Main River Chew,Pensford (Te),Roach,1
16/07/2019,Main River Chew,Pensford (Te),European eel,7
16/07/2019,Main River Chew,Pensford (Te),Minnow,
16/07/2019,Main River Chew,Pensford (Te),Bullhead,
16/07/2019,Main River Chew,Pensford (Te),Stone loach,
16/07/2019,Main River Chew,Pensford (Te),Lamprey sp. ammocoetes,0
11/07/2019,Main River Chew,Compton Dando (Te),Brown / sea trout,26
11/07/2019,Main River Chew,Compton Dando (Te),Grayling,0
11/07/2019,Main River Chew,Compton Dando (Te),Atlantic salmon,7
11/07/2019,Main River Chew,Compton Dando (Te),Chub,4
11/07/2019,Main River Chew,Compton Dando (Te),Dace,2
11/07/2019,Main River Chew,Compton Dando (Te),European eels > elvers,0
11/07/2019,Main River Chew,Compton Dando (Te),Minnow,
11/07/2019,Main River Chew,Compton Dando (Te),Bullhead,
11/07/2019,Main River Chew,Compton Dando (Te),Stone loach,
11/07/2019,Main River Chew,Compton Dando (Te),3-spined stickleback,
03/07/2019,Main Bristol Frome,Eastville Park (Te),Perch,1
03/07/2019,Main Bristol Frome,Eastville Park (Te),Gudgeon,21
03/07/2019,Main Bristol Frome,Eastville Park (Te),Dace,78
03/07/2019,Main Bristol Frome,Eastville Park (Te),Chub,4
03/07/2019,Main Bristol Frome,Eastville Park (Te),Roach,80
03/07/2019,Main Bristol Frome,Eastville Park (Te),European eels > elvers,10
03/07/2019,Main Bristol Frome,Eastville Park (Te),Bullhead,
03/07/2019,Main Bristol Frome,Eastville Park (Te),Minnow,
03/07/2019,Main Bristol Frome,Eastville Park (Te),Stone loach,
03/07/2019,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,7
03/07/2019,Main Bristol Frome,Eastville Park (Te),3-spined stickleback,
02/07/2019,Main River Chew,Stanton Drew (Te),Brown / sea trout,1
02/07/2019,Main River Chew,Stanton Drew (Te),Gudgeon,5
02/07/2019,Main River Chew,Stanton Drew (Te),Roach,0
02/07/2019,Main River Chew,Stanton Drew (Te),European eels > elvers,0
02/07/2019,Main River Chew,Stanton Drew (Te),Stone loach,
02/07/2019,Main River Chew,Stanton Drew (Te),Minnow,
02/07/2019,Main River Chew,Stanton Drew (Te),Bullhead,
02/07/2019,Main River Chew,Stanton Drew (Te),3-spined stickleback,
11/10/2018,By Brook main river,Weavern (Se-03),Bullhead,126
11/10/2018,By Brook main river,Weavern (Se-03),Minnow,107
11/10/2018,By Brook main river,Weavern (Se-03),Stone loach,49
11/10/2018,By Brook main river,Weavern (Se-03),Brown / sea trout,32
11/10/2018,By Brook main river,Weavern (Se-03),Lamprey sp. > ammocoete,10
11/10/2018,By Brook main river,Weavern (Se-03),Lamprey sp. ammocoetes,6
11/10/2018,By Brook main river,Weavern (Se-03),3-spined stickleback,100
09/10/2018,By Brook main river,Middlehill,Bullhead,53
09/10/2018,By Brook main river,Middlehill,Stone loach,3
09/10/2018,By Brook main river,Middlehill,Minnow,94
09/10/2018,By Brook main river,Middlehill,Grayling,7
09/10/2018,By Brook main river,Middlehill,Brown / sea trout,22
09/10/2018,By Brook main river,Middlehill,European eels > elvers,2
09/10/2018,By Brook main river,Middlehill,3-spined stickleback,0
31/05/2018,Cam Brook,Dunkerton (Se-04),Bullhead,162
31/05/2018,Cam Brook,Dunkerton (Se-04),Brown / sea trout,17
31/05/2018,Cam Brook,Dunkerton (Se-04),Minnow,3
16/05/2018,Wellow Brook,Mill Hill,Brown / sea trout,54
16/05/2018,Wellow Brook,Mill Hill,Bullhead,58
16/05/2018,Wellow Brook,Mill Hill,Stone loach,5
16/05/2018,Wellow Brook,Mill Hill,Lamprey sp. ammocoetes,0
16/05/2018,Wellow Brook,Mill Hill,Minnow,29
16/05/2018,Wellow Brook,Paglinch Farm,Brown / sea trout,12
16/05/2018,Wellow Brook,Paglinch Farm,Bullhead,95
16/05/2018,Wellow Brook,Paglinch Farm,3-spined stickleback,0
16/05/2018,Wellow Brook,Paglinch Farm,Minnow,1
09/05/2018,Wellow Brook,Welton (Se-04),Brown / sea trout,24
09/05/2018,Wellow Brook,Welton (Se-04),Bullhead,125
09/05/2018,Wellow Brook,Welton (Se-04),Lamprey sp. ammocoetes,3
09/05/2018,Wellow Brook,White Bridge,Brown / sea trout,6
09/05/2018,Wellow Brook,White Bridge,Bullhead,15
09/05/2018,Wellow Brook,White Bridge,3-spined stickleback,80
09/05/2018,Wellow Brook,White Bridge,Roach,0
05/10/2017,Main Somerset Frome,Welshmill,Roach,22
05/10/2017,Main Somerset Frome,Welshmill,Rudd,4
05/10/2017,Main Somerset Frome,Welshmill,Common bream,1
05/10/2017,Main Somerset Frome,Welshmill,Perch,2
05/10/2017,Main Somerset Frome,Welshmill,Chub,3
05/10/2017,Main Somerset Frome,Welshmill,Pike,1
05/10/2017,Main Somerset Frome,Welshmill,Gudgeon,2
05/10/2017,Main Somerset Frome,Welshmill,Stone loach,0
05/10/2017,Main Somerset Frome,Welshmill,3-spined stickleback,19
05/10/2017,Main Somerset Frome,Welshmill,Minnow,10
13/09/2017,Main Bristol Frome,Eastville Park (Te),Roach,15
05/09/2017,Bristol Avon main river,Chippenham (Te),Bleak,83
05/09/2017,Bristol Avon main river,Chippenham (Te),Chub,51
05/09/2017,Bristol Avon main river,Chippenham (Te),Dace,4
05/09/2017,Bristol Avon main river,Chippenham (Te),Gudgeon,10
05/09/2017,Bristol Avon main river,Chippenham (Te),Perch,6
05/09/2017,Bristol Avon main river,Chippenham (Te),Pike,3
05/09/2017,Bristol Avon main river,Chippenham (Te),Roach,182
05/09/2017,Bristol Avon main river,Chippenham (Te),European eels > elvers,1
05/09/2017,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
05/09/2017,Bristol Avon main river,Chippenham (Te),Minnow,
05/09/2017,Bristol Avon main river,Chippenham (Te),Bullhead,
05/09/2017,Bristol Avon main river,Chippenham (Te),Stone loach,
30/08/2017,Bristol Avon main river,Melksham,Barbel,4
30/08/2017,Bristol Avon main river,Melksham,Bleak,31
30/08/2017,Bristol Avon main river,Melksham,Chub,38
30/08/2017,Bristol Avon main river,Melksham,Dace,22
30/08/2017,Bristol Avon main river,Melksham,Gudgeon,11
30/08/2017,Bristol Avon main river,Melksham,Perch,5
30/08/2017,Bristol Avon main river,Melksham,Pike,2
30/08/2017,Bristol Avon main river,Melksham,Roach,107
30/08/2017,Bristol Avon main river,Melksham,Lampetra sp. > ammocoete,1
30/08/2017,Bristol Avon main river,Melksham,Brown / sea trout,2
30/08/2017,Bristol Avon main river,Melksham,Bullhead,
30/08/2017,Bristol Avon main river,Melksham,Minnow,
30/08/2017,Bristol Avon main river,Melksham,Stone loach,
30/08/2017,Bristol Avon main river,Melksham,3-spined stickleback,
23/08/2017,Bristol Avon main river,Great Somerford (Te),Barbel,3
23/08/2017,Bristol Avon main river,Great Somerford (Te),Bleak,11
23/08/2017,Bristol Avon main river,Great Somerford (Te),Chub,39
23/08/2017,Bristol Avon main river,Great Somerford (Te),Dace,20
23/08/2017,Bristol Avon main river,Great Somerford (Te),Gudgeon,7
23/08/2017,Bristol Avon main river,Great Somerford (Te),Roach,24
23/08/2017,Bristol Avon main river,Great Somerford (Te),Perch,2
23/08/2017,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,16
23/08/2017,Bristol Avon main river,Great Somerford (Te),Rainbow trout,9
23/08/2017,Bristol Avon main river,Great Somerford (Te),European eels > elvers,0
23/08/2017,Bristol Avon main river,Lacock (Te),Barbel,6
23/08/2017,Bristol Avon main river,Lacock (Te),Chub,20
23/08/2017,Bristol Avon main river,Lacock (Te),Dace,1
23/08/2017,Bristol Avon main river,Lacock (Te),Gudgeon,8
23/08/2017,Bristol Avon main river,Lacock (Te),Perch,3
23/08/2017,Bristol Avon main river,Lacock (Te),Roach,35
23/08/2017,Bristol Avon main river,Lacock (Te),Minnow,
23/08/2017,Bristol Avon main river,Lacock (Te),Bullhead,
23/08/2017,Bristol Avon main river,Lacock (Te),Stone loach,
23/08/2017,Bristol Avon main river,Lacock (Te),Pike,1
23/08/2017,Bristol Avon main river,Lacock (Te),European eels > elvers,1
23/08/2017,Bristol Avon main river,Lacock (Te),3-spined stickleback,
02/08/2017,Main Somerset Frome,Vernal Lodge,Chub,9
02/08/2017,Main Somerset Frome,Vernal Lodge,Dace,3
02/08/2017,Main Somerset Frome,Vernal Lodge,Gudgeon,26
02/08/2017,Main Somerset Frome,Vernal Lodge,Minnow,207
02/08/2017,Main Somerset Frome,Vernal Lodge,Perch,1
02/08/2017,Main Somerset Frome,Vernal Lodge,Pike,1
02/08/2017,Main Somerset Frome,Vernal Lodge,Roach,14
02/08/2017,Main Somerset Frome,Vernal Lodge,Stone loach,7
02/08/2017,Main Somerset Frome,Vernal Lodge,Bullhead,1
02/08/2017,Main Somerset Frome,Vernal Lodge,3-spined stickleback,4
24/07/2017,Mells Stream,Edford Woods (Se-01),Brown / sea trout,80
24/07/2017,Mells Stream,Edford Woods (Se-01),Bullhead,73
24/07/2017,Mells Stream,Edford Woods (Se-01),Lamprey sp. ammocoetes,0
18/07/2017,Mells Stream,Old Down Wood,Brown / sea trout,68
18/07/2017,Mells Stream,Old Down Wood,Minnow,5
18/07/2017,Mells Stream,Old Down Wood,Bullhead,57
18/07/2017,Mells Stream,Old Down Wood,Roach,1
18/07/2017,Mells Stream,Old Down Wood,Stone loach,2
18/07/2017,Mells Stream,Old Down Wood,European eels > elvers,1
11/07/2017,Main River Marden,Sprays Farm (Se-02),Brown / sea trout,66
11/07/2017,Main River Marden,Sprays Farm (Se-02),3-spined stickleback,2
11/07/2017,Main River Marden,Sprays Farm (Se-02),Bullhead,8
11/07/2017,River's Brook,Hayle Farm (Se-02),Brown / sea trout,8
11/07/2017,River's Brook,Hayle Farm (Se-02),3-spined stickleback,2
11/07/2017,River's Brook,Hayle Farm (Se-02),Bullhead,50
18/10/2016,Main River Biss,Penleigh Farm (Se-03),Brown / sea trout,5
18/10/2016,Main River Biss,Penleigh Farm (Se-03),Bullhead,117
18/10/2016,Main River Biss,Penleigh Farm (Se-03),3-spined stickleback,3
11/10/2016,Main River Marden,Calne STW (Te),Brown / sea trout,37
11/10/2016,Main River Marden,Calne STW (Te),Dace,2
11/10/2016,Main River Marden,Calne STW (Te),Perch,1
11/10/2016,Main River Marden,Calne STW (Te),Feral [brown] goldfish,0
11/10/2016,Main River Marden,Calne STW (Te),Bullhead,
11/10/2016,Main River Marden,Calne STW (Te),Stone loach,
11/10/2016,Sherston Avon,D/s Hyam Farm,Dace,1
11/10/2016,Sherston Avon,D/s Hyam Farm,Minnow,166
11/10/2016,Sherston Avon,D/s Hyam Farm,Bullhead,42
11/10/2016,Sherston Avon,D/s Hyam Farm,Brown / sea trout,22
11/10/2016,Sherston Avon,D/s Hyam Farm,3-spined stickleback,2
11/10/2016,Sherston Avon,D/s Hyam Farm,Stone loach,7
29/09/2016,Easton Grey,Sherston Avon at Easton Grey - Site 1 Bottom Riffl,Brown / sea trout,34
29/09/2016,Easton Grey,Sherston Avon at Easton Grey - Site 1 Bottom Riffl,Bullhead,
29/09/2016,Easton Grey,Sherston Avon at Easton Grey - Site 1 Bottom Riffl,Minnow,
29/09/2016,Easton Grey,Sherston Avon at Easton Grey - Site 1 Bottom Riffl,Stone loach,
29/09/2016,Easton Grey,Sherston Avon at Easton Grey - Site 1 Bottom Riffl,3-spined stickleback,
29/09/2016,Tetbury Avon,Merchants Farm,Lamprey sp. ammocoetes,1
29/09/2016,Tetbury Avon,Merchants Farm,Lamprey sp. > ammocoete,0
29/09/2016,Tetbury Avon,Merchants Farm,Brown / sea trout,61
29/09/2016,Tetbury Avon,Merchants Farm,3-spined stickleback,
29/09/2016,Tetbury Avon,Merchants Farm,Bullhead,
29/09/2016,Tetbury Avon,Merchants Farm,Minnow,
29/09/2016,Tetbury Avon,Merchants Farm,Stone loach,
27/09/2016,Sherston Avon,Easton Town Bridge (Se-05),Brown / sea trout,17
27/09/2016,Sherston Avon,Easton Town Bridge (Se-05),Bullhead,
27/09/2016,Sherston Avon,Easton Town Bridge (Se-05),Minnow,
27/09/2016,Sherston Avon,Easton Town Bridge (Se-05),Stone loach,
27/09/2016,Sherston Avon,Easton Town Bridge (Se-05),3-spined stickleback,
27/09/2016,Sherston Avon,Easton Town Bridge (Se-05),Lamprey sp. > ammocoete,1
27/09/2016,Tetbury Avon,Back Bridge,Brown / sea trout,18
27/09/2016,Tetbury Avon,Back Bridge,Lamprey sp. > ammocoete,1
27/09/2016,Tetbury Avon,Back Bridge,Bullhead,
27/09/2016,Tetbury Avon,Back Bridge,Minnow,
27/09/2016,Tetbury Avon,Back Bridge,3-spined stickleback,
27/09/2016,Tetbury Avon,Back Bridge,Stone loach,
06/09/2016,Bristol Avon main river,Chippenham (Te),Barbel,4
06/09/2016,Bristol Avon main river,Chippenham (Te),Bleak,50
06/09/2016,Bristol Avon main river,Chippenham (Te),Chub,82
06/09/2016,Bristol Avon main river,Chippenham (Te),Dace,16
06/09/2016,Bristol Avon main river,Chippenham (Te),Gudgeon,57
06/09/2016,Bristol Avon main river,Chippenham (Te),Perch,26
06/09/2016,Bristol Avon main river,Chippenham (Te),Pike,3
06/09/2016,Bristol Avon main river,Chippenham (Te),Roach,477
06/09/2016,Bristol Avon main river,Chippenham (Te),European eels > elvers,1
06/09/2016,Bristol Avon main river,Chippenham (Te),Bullhead,
06/09/2016,Bristol Avon main river,Chippenham (Te),Minnow,
06/09/2016,Bristol Avon main river,Chippenham (Te),Stone loach,
06/09/2016,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
06/09/2016,Bristol Avon main river,Chippenham (Te),Common bream,1
06/09/2016,Bristol Avon main river,Chippenham (Te),Silver bream,0
01/09/2016,Bristol Avon main river,Christian Malford (Te),Barbel,4
01/09/2016,Bristol Avon main river,Christian Malford (Te),Bleak,24
01/09/2016,Bristol Avon main river,Christian Malford (Te),Chub,23
01/09/2016,Bristol Avon main river,Christian Malford (Te),Dace,40
01/09/2016,Bristol Avon main river,Christian Malford (Te),Gudgeon,15
01/09/2016,Bristol Avon main river,Christian Malford (Te),Perch,8
01/09/2016,Bristol Avon main river,Christian Malford (Te),Pike,2
01/09/2016,Bristol Avon main river,Christian Malford (Te),Roach,268
01/09/2016,Bristol Avon main river,Christian Malford (Te),European eels > elvers,1
01/09/2016,Bristol Avon main river,Christian Malford (Te),Stone loach,
01/09/2016,Bristol Avon main river,Christian Malford (Te),Minnow,
01/09/2016,Bristol Avon main river,Christian Malford (Te),Bullhead,
01/09/2016,Bristol Avon main river,Christian Malford (Te),3-spined stickleback,
31/08/2016,Bristol Avon main river,Melksham,Barbel,5
31/08/2016,Bristol Avon main river,Melksham,Bleak,38
31/08/2016,Bristol Avon main river,Melksham,Chub,40
31/08/2016,Bristol Avon main river,Melksham,Dace,32
31/08/2016,Bristol Avon main river,Melksham,Gudgeon,25
31/08/2016,Bristol Avon main river,Melksham,Perch,3
31/08/2016,Bristol Avon main river,Melksham,Pike,2
31/08/2016,Bristol Avon main river,Melksham,Roach,188
31/08/2016,Bristol Avon main river,Melksham,European eels > elvers,0
31/08/2016,Bristol Avon main river,Melksham,Bullhead,
31/08/2016,Bristol Avon main river,Melksham,Minnow,
31/08/2016,Bristol Avon main river,Melksham,Stone loach,
31/08/2016,Bristol Avon main river,Melksham,3-spined stickleback,
31/08/2016,Bristol Avon main river,Melksham,Silver bream,1
24/08/2016,Bristol Avon main river,Great Somerford (Te),Barbel,14
24/08/2016,Bristol Avon main river,Great Somerford (Te),Bleak,8
24/08/2016,Bristol Avon main river,Great Somerford (Te),Chub,60
24/08/2016,Bristol Avon main river,Great Somerford (Te),Dace,31
24/08/2016,Bristol Avon main river,Great Somerford (Te),Gudgeon,43
24/08/2016,Bristol Avon main river,Great Somerford (Te),Perch,0
24/08/2016,Bristol Avon main river,Great Somerford (Te),Pike,1
24/08/2016,Bristol Avon main river,Great Somerford (Te),Roach,2
24/08/2016,Bristol Avon main river,Great Somerford (Te),European eels > elvers,0
24/08/2016,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,28
24/08/2016,Bristol Avon main river,Great Somerford (Te),Rainbow trout,7
24/08/2016,Bristol Avon main river,Great Somerford (Te),Bullhead,
24/08/2016,Bristol Avon main river,Great Somerford (Te),Minnow,
24/08/2016,Bristol Avon main river,Great Somerford (Te),Stone loach,
24/08/2016,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
23/08/2016,Bristol Avon main river,Lacock (Te),Barbel,9
23/08/2016,Bristol Avon main river,Lacock (Te),Bleak,1
23/08/2016,Bristol Avon main river,Lacock (Te),Chub,9
23/08/2016,Bristol Avon main river,Lacock (Te),Dace,7
23/08/2016,Bristol Avon main river,Lacock (Te),Gudgeon,13
23/08/2016,Bristol Avon main river,Lacock (Te),Perch,0
23/08/2016,Bristol Avon main river,Lacock (Te),Pike,3
23/08/2016,Bristol Avon main river,Lacock (Te),Roach,41
23/08/2016,Bristol Avon main river,Lacock (Te),European eels > elvers,2
23/08/2016,Bristol Avon main river,Lacock (Te),Bullhead,
23/08/2016,Bristol Avon main river,Lacock (Te),Minnow,
23/08/2016,Bristol Avon main river,Lacock (Te),Stone loach,
23/08/2016,Bristol Avon main river,Lacock (Te),3-spined stickleback,
18/08/2016,Main Somerset Frome,Tellisford (Te06),Chub,33
18/08/2016,Main Somerset Frome,Tellisford (Te06),Dace,23
18/08/2016,Main Somerset Frome,Tellisford (Te06),Roach,9
18/08/2016,Main Somerset Frome,Tellisford (Te06),Perch,3
18/08/2016,Main Somerset Frome,Tellisford (Te06),European eels > elvers,1
18/08/2016,Main Somerset Frome,Tellisford (Te06),Stone loach,
18/08/2016,Main Somerset Frome,Tellisford (Te06),Minnow,
18/08/2016,Main Somerset Frome,Tellisford (Te06),Bullhead,
18/08/2016,Main Somerset Frome,Tellisford (Te06),3-spined stickleback,
18/08/2016,Main Somerset Frome,Tellisford (Te06),Brown / sea trout,8
18/08/2016,Main Somerset Frome,Tellisford (Te06),Rainbow trout,11
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Barbel,1
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Chub,25
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Dace,22
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Gudgeon,22
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Perch,2
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Pike,0
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Roach,93
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),European eels > elvers,0
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Brown / sea trout,0
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Bullhead,
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Minnow,
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),Stone loach,
17/08/2016,Main Somerset Frome,Snarlton Farm (Te),3-spined stickleback,
10/08/2016,Main Somerset Frome,Longhouse Farm,Dace,2
10/08/2016,Main Somerset Frome,Longhouse Farm,Common bream,2
10/08/2016,Main Somerset Frome,Longhouse Farm,Roach,92
10/08/2016,Main Somerset Frome,Longhouse Farm,Pike,3
10/08/2016,Main Somerset Frome,Longhouse Farm,European eels > elvers,1
10/08/2016,Main Somerset Frome,Longhouse Farm,Bullhead,
10/08/2016,Main Somerset Frome,Longhouse Farm,Minnow,
10/08/2016,Main Somerset Frome,Longhouse Farm,Stone loach,
10/08/2016,Main Somerset Frome,Longhouse Farm,3-spined stickleback,
10/08/2016,Main Somerset Frome,Longhouse Farm,Lamprey sp. > ammocoete,0
10/08/2016,Main Somerset Frome,Oldford Farm,Chub,1
10/08/2016,Main Somerset Frome,Oldford Farm,Dace,6
10/08/2016,Main Somerset Frome,Oldford Farm,Roach,2
10/08/2016,Main Somerset Frome,Oldford Farm,Brown / sea trout,18
10/08/2016,Main Somerset Frome,Oldford Farm,Minnow,
10/08/2016,Main Somerset Frome,Oldford Farm,Stone loach,
10/08/2016,Main Somerset Frome,Oldford Farm,Bullhead,
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Chub,19
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Dace,35
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Gudgeon,21
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Perch,1
